,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,category
15154,Indonesia,Soybeans,1999,12013,2702,1597,26.62,Low
15155,Indonesia,Soybeans,1999,12013,2702,1597,27.32,Low
15156,Indonesia,Soybeans,2000,12335,2702,1597,25.46,Low
15157,Indonesia,Soybeans,2000,12335,2702,1597,27.2,Low
15158,Indonesia,Soybeans,2000,12335,2702,1597,27.1,Low
15159,Indonesia,Soybeans,2000,12335,2702,1597,27.23,Low
15160,Indonesia,Soybeans,2000,12335,2702,1597,26.77,Low
15161,Indonesia,Soybeans,2000,12335,2702,1597,27.44,Low
15162,Indonesia,Soybeans,2001,12181,2702,1597,25.43,Low
15163,Indonesia,Soybeans,2001,12181,2702,1597,27.13,Low
15164,Indonesia,Soybeans,2001,12181,2702,1597,27.26,Low
15165,Indonesia,Soybeans,2001,12181,2702,1597,27.32,Low
15166,Indonesia,Soybeans,2001,12181,2702,1597,26.81,Low
15167,Indonesia,Soybeans,2001,12181,2702,1597,27.52,Low
15168,Indonesia,Soybeans,2002,12360,2702,1597,25.64,Low
15169,Indonesia,Soybeans,2002,12360,2702,1597,27.4,Low
15170,Indonesia,Soybeans,2002,12360,2702,1597,27.5,Low
15171,Indonesia,Soybeans,2002,12360,2702,1597,27.49,Low
15172,Indonesia,Soybeans,2002,12360,2702,1597,27.01,Low
15173,Indonesia,Soybeans,2002,12360,2702,1597,27.71,Low
15174,Indonesia,Soybeans,2004,12801,2702,1597,25.67,Low
15175,Indonesia,Soybeans,2004,12801,2702,1597,27.42,Low
15176,Indonesia,Soybeans,2004,12801,2702,1597,27.32,Low
15177,Indonesia,Soybeans,2004,12801,2702,1597,27.57,Low
15178,Indonesia,Soybeans,2004,12801,2702,1597,26.97,Low
15179,Indonesia,Soybeans,2004,12801,2702,1597,27.69,Low
15180,Indonesia,Soybeans,2005,13006,2702,1597,25.59,Low
15181,Indonesia,Soybeans,2005,13006,2702,1597,27.22,Low
15182,Indonesia,Soybeans,2005,13006,2702,1597,27.48,Low
15183,Indonesia,Soybeans,2005,13006,2702,1597,27.44,Low
15184,Indonesia,Soybeans,2005,13006,2702,1597,27.11,Low
15185,Indonesia,Soybeans,2005,13006,2702,1597,27.77,Low
15186,Indonesia,Soybeans,2006,12878,2702,1597,25.66,Low
15187,Indonesia,Soybeans,2006,12878,2702,1597,27.39,Low
15188,Indonesia,Soybeans,2006,12878,2702,1597,27.21,Low
15189,Indonesia,Soybeans,2006,12878,2702,1597,27.55,Low
15190,Indonesia,Soybeans,2006,12878,2702,1597,26.98,Low
15191,Indonesia,Soybeans,2006,12878,2702,1597,27.55,Low
15192,Indonesia,Soybeans,2007,12908,2702,1597,25.5,Low
15193,Indonesia,Soybeans,2007,12908,2702,1597,27.21,Low
15194,Indonesia,Soybeans,2007,12908,2702,1597,27.14,Low
15195,Indonesia,Soybeans,2007,12908,2702,1597,27.29,Low
15196,Indonesia,Soybeans,2007,12908,2702,1597,26.88,Low
15197,Indonesia,Soybeans,2007,12908,2702,1597,27.49,Low
15198,Indonesia,Soybeans,2008,13119,2702,1597,25.32,Low
15199,Indonesia,Soybeans,2008,13119,2702,1597,26.97,Low
15200,Indonesia,Soybeans,2008,13119,2702,1597,27.03,Low
15201,Indonesia,Soybeans,2008,13119,2702,1597,27.18,Low
15202,Indonesia,Soybeans,2008,13119,2702,1597,26.65,Low
15203,Indonesia,Soybeans,2008,13119,2702,1597,27.34,Low
15204,Indonesia,Soybeans,2009,13483,2702,1597,25.54,Low
15205,Indonesia,Soybeans,2009,13483,2702,1597,27.31,Low
15206,Indonesia,Soybeans,2009,13483,2702,1597,27.3,Low
15207,Indonesia,Soybeans,2009,13483,2702,1597,27.63,Low
15208,Indonesia,Soybeans,2009,13483,2702,1597,26.98,Low
15209,Indonesia,Soybeans,2009,13483,2702,1597,27.69,Low
15210,Indonesia,Soybeans,2010,13726,2702,1597,25.57,Low
15211,Indonesia,Soybeans,2010,13726,2702,1597,27.25,Low
15212,Indonesia,Soybeans,2010,13726,2702,1597,27.69,Low
15213,Indonesia,Soybeans,2010,13726,2702,1597,27.46,Low
15214,Indonesia,Soybeans,2010,13726,2702,1597,26.94,Low
15215,Indonesia,Soybeans,2010,13726,2702,1597,27.55,Low
15216,Indonesia,Soybeans,2011,13681,2702,1597,25.38,Low
15217,Indonesia,Soybeans,2011,13681,2702,1597,27.24,Low
15218,Indonesia,Soybeans,2011,13681,2702,1597,27.19,Low
15219,Indonesia,Soybeans,2011,13681,2702,1597,27.39,Low
15220,Indonesia,Soybeans,2011,13681,2702,1597,26.63,Low
15221,Indonesia,Soybeans,2011,13681,2702,1597,27.19,Low
15222,Indonesia,Soybeans,2012,14854,2702,1597,25.59,Low
15223,Indonesia,Soybeans,2012,14854,2702,1597,27.36,Low
15224,Indonesia,Soybeans,2012,14854,2702,1597,27.37,Low
15225,Indonesia,Soybeans,2012,14854,2702,1597,27.49,Low
15226,Indonesia,Soybeans,2012,14854,2702,1597,26.87,Low
15227,Indonesia,Soybeans,2012,14854,2702,1597,27.48,Low
15228,Indonesia,Soybeans,2013,14161,2702,1597,25.48,Low
15229,Indonesia,Soybeans,2013,14161,2702,1597,27.37,Low
15230,Indonesia,Soybeans,2013,14161,2702,1597,27.88,Low
15231,Indonesia,Soybeans,2013,14161,2702,1597,27.34,Low
15232,Indonesia,Soybeans,2013,14161,2702,1597,26.72,Low
15233,Indonesia,Soybeans,2013,14161,2702,1597,27.3,Low
15234,Indonesia,Sweet potatoes,1990,94450,2702,2432,25.37,Low
15235,Indonesia,Sweet potatoes,1990,94450,2702,2432,27.05,Low
15236,Indonesia,Sweet potatoes,1990,94450,2702,2432,27.11,Low
15237,Indonesia,Sweet potatoes,1990,94450,2702,2432,27.18,Low
15238,Indonesia,Sweet potatoes,1990,94450,2702,2432,26.79,Low
15239,Indonesia,Sweet potatoes,1990,94450,2702,2432,27.47,Low
15240,Indonesia,Sweet potatoes,1991,95150,2702,3259,25.27,Low
15241,Indonesia,Sweet potatoes,1991,95150,2702,3259,27.04,Low
15242,Indonesia,Sweet potatoes,1991,95150,2702,3259,26.92,Low
15243,Indonesia,Sweet potatoes,1991,95150,2702,3259,27.05,Low
15244,Indonesia,Sweet potatoes,1991,95150,2702,3259,26.61,Low
15245,Indonesia,Sweet potatoes,1991,95150,2702,3259,27.21,Low
15246,Indonesia,Sweet potatoes,1992,94481,2702,825,25.17,Low
15247,Indonesia,Sweet potatoes,1992,94481,2702,825,26.96,Low
15248,Indonesia,Sweet potatoes,1992,94481,2702,825,27.01,Low
15249,Indonesia,Sweet potatoes,1992,94481,2702,825,27.2,Low
15250,Indonesia,Sweet potatoes,1992,94481,2702,825,26.72,Low
15251,Indonesia,Sweet potatoes,1992,94481,2702,825,27.4,Low
15252,Indonesia,Sweet potatoes,1993,93183,2702,1597,25.46,Low
15253,Indonesia,Sweet potatoes,1993,93183,2702,1597,27.04,Low
15254,Indonesia,Sweet potatoes,1993,93183,2702,1597,26.9,Low
15255,Indonesia,Sweet potatoes,1993,93183,2702,1597,27.21,Low
15256,Indonesia,Sweet potatoes,1993,93183,2702,1597,26.88,Low
15257,Indonesia,Sweet potatoes,1993,93183,2702,1597,27.51,Low
15258,Indonesia,Sweet potatoes,1994,93583,2702,1597,25.21,Low
15259,Indonesia,Sweet potatoes,1994,93583,2702,1597,27.12,Low
15260,Indonesia,Sweet potatoes,1994,93583,2702,1597,26.97,Low
15261,Indonesia,Sweet potatoes,1994,93583,2702,1597,27.34,Low
15262,Indonesia,Sweet potatoes,1994,93583,2702,1597,26.56,Low
15263,Indonesia,Sweet potatoes,1994,93583,2702,1597,27.18,Low
15264,Indonesia,Sweet potatoes,1995,94939,2702,1597,25.46,Low
15265,Indonesia,Sweet potatoes,1995,94939,2702,1597,27.15,Low
15266,Indonesia,Sweet potatoes,1995,94939,2702,1597,27.08,Low
15267,Indonesia,Sweet potatoes,1995,94939,2702,1597,27.28,Low
15268,Indonesia,Sweet potatoes,1995,94939,2702,1597,26.74,Low
15269,Indonesia,Sweet potatoes,1995,94939,2702,1597,27.32,Low
15270,Indonesia,Sweet potatoes,1996,113547,2702,1597,25.41,Low
15271,Indonesia,Sweet potatoes,1996,113547,2702,1597,27.07,Low
15272,Indonesia,Sweet potatoes,1996,113547,2702,1597,27,Low
15273,Indonesia,Sweet potatoes,1996,113547,2702,1597,27.2,Low
15274,Indonesia,Sweet potatoes,1996,113547,2702,1597,26.83,Low
15275,Indonesia,Sweet potatoes,1996,113547,2702,1597,27.53,Low
15276,Indonesia,Sweet potatoes,1997,94532,2702,1597,25.52,Low
15277,Indonesia,Sweet potatoes,1997,94532,2702,1597,27.37,Low
15278,Indonesia,Sweet potatoes,1997,94532,2702,1597,27.26,Low
15279,Indonesia,Sweet potatoes,1997,94532,2702,1597,27.62,Low
15280,Indonesia,Sweet potatoes,1997,94532,2702,1597,26.83,Low
15281,Indonesia,Sweet potatoes,1997,94532,2702,1597,27.46,Low
15282,Indonesia,Sweet potatoes,1998,95750,2702,1597,25.81,Low
15283,Indonesia,Sweet potatoes,1998,95750,2702,1597,27.58,Low
15284,Indonesia,Sweet potatoes,1998,95750,2702,1597,27.72,Low
15285,Indonesia,Sweet potatoes,1998,95750,2702,1597,27.77,Low
15286,Indonesia,Sweet potatoes,1998,95750,2702,1597,27.28,Low
15287,Indonesia,Sweet potatoes,1998,95750,2702,1597,27.9,Low
15288,Indonesia,Sweet potatoes,1999,96698,2702,1597,25.26,Low
15289,Indonesia,Sweet potatoes,1999,96698,2702,1597,27.01,Low
15290,Indonesia,Sweet potatoes,1999,96698,2702,1597,26.82,Low
15291,Indonesia,Sweet potatoes,1999,96698,2702,1597,27.17,Low
15292,Indonesia,Sweet potatoes,1999,96698,2702,1597,26.62,Low
15293,Indonesia,Sweet potatoes,1999,96698,2702,1597,27.32,Low
15294,Indonesia,Sweet potatoes,2000,94211,2702,1597,25.46,Low
15295,Indonesia,Sweet potatoes,2000,94211,2702,1597,27.2,Low
15296,Indonesia,Sweet potatoes,2000,94211,2702,1597,27.1,Low
15297,Indonesia,Sweet potatoes,2000,94211,2702,1597,27.23,Low
15298,Indonesia,Sweet potatoes,2000,94211,2702,1597,26.77,Low
15299,Indonesia,Sweet potatoes,2000,94211,2702,1597,27.44,Low
15300,Indonesia,Sweet potatoes,2001,96634,2702,1597,25.43,Low
15301,Indonesia,Sweet potatoes,2001,96634,2702,1597,27.13,Low
15302,Indonesia,Sweet potatoes,2001,96634,2702,1597,27.26,Low
15303,Indonesia,Sweet potatoes,2001,96634,2702,1597,27.32,Low
15304,Indonesia,Sweet potatoes,2001,96634,2702,1597,26.81,Low
15305,Indonesia,Sweet potatoes,2001,96634,2702,1597,27.52,Low
15306,Indonesia,Sweet potatoes,2002,99940,2702,1597,25.64,Low
15307,Indonesia,Sweet potatoes,2002,99940,2702,1597,27.4,Low
15308,Indonesia,Sweet potatoes,2002,99940,2702,1597,27.5,Low
15309,Indonesia,Sweet potatoes,2002,99940,2702,1597,27.49,Low
15310,Indonesia,Sweet potatoes,2002,99940,2702,1597,27.01,Low
15311,Indonesia,Sweet potatoes,2002,99940,2702,1597,27.71,Low
15312,Indonesia,Sweet potatoes,2004,103053,2702,1597,25.67,Low
15313,Indonesia,Sweet potatoes,2004,103053,2702,1597,27.42,Low
15314,Indonesia,Sweet potatoes,2004,103053,2702,1597,27.32,Low
15315,Indonesia,Sweet potatoes,2004,103053,2702,1597,27.57,Low
15316,Indonesia,Sweet potatoes,2004,103053,2702,1597,26.97,Low
15317,Indonesia,Sweet potatoes,2004,103053,2702,1597,27.69,Low
15318,Indonesia,Sweet potatoes,2005,104128,2702,1597,25.59,Low
15319,Indonesia,Sweet potatoes,2005,104128,2702,1597,27.22,Low
15320,Indonesia,Sweet potatoes,2005,104128,2702,1597,27.48,Low
15321,Indonesia,Sweet potatoes,2005,104128,2702,1597,27.44,Low
15322,Indonesia,Sweet potatoes,2005,104128,2702,1597,27.11,Low
15323,Indonesia,Sweet potatoes,2005,104128,2702,1597,27.77,Low
15324,Indonesia,Sweet potatoes,2006,105267,2702,1597,25.66,Low
15325,Indonesia,Sweet potatoes,2006,105267,2702,1597,27.39,Low
15326,Indonesia,Sweet potatoes,2006,105267,2702,1597,27.21,Low
15327,Indonesia,Sweet potatoes,2006,105267,2702,1597,27.55,Low
15328,Indonesia,Sweet potatoes,2006,105267,2702,1597,26.98,Low
15329,Indonesia,Sweet potatoes,2006,105267,2702,1597,27.55,Low
15330,Indonesia,Sweet potatoes,2007,106643,2702,1597,25.5,Low
15331,Indonesia,Sweet potatoes,2007,106643,2702,1597,27.21,Low
15332,Indonesia,Sweet potatoes,2007,106643,2702,1597,27.14,Low
15333,Indonesia,Sweet potatoes,2007,106643,2702,1597,27.29,Low
15334,Indonesia,Sweet potatoes,2007,106643,2702,1597,26.88,Low
15335,Indonesia,Sweet potatoes,2007,106643,2702,1597,27.49,Low
15336,Indonesia,Sweet potatoes,2008,107743,2702,1597,25.32,Low
15337,Indonesia,Sweet potatoes,2008,107743,2702,1597,26.97,Low
15338,Indonesia,Sweet potatoes,2008,107743,2702,1597,27.03,Low
15339,Indonesia,Sweet potatoes,2008,107743,2702,1597,27.18,Low
15340,Indonesia,Sweet potatoes,2008,107743,2702,1597,26.65,Low
15341,Indonesia,Sweet potatoes,2008,107743,2702,1597,27.34,Low
15342,Indonesia,Sweet potatoes,2009,111920,2702,1597,25.54,Low
15343,Indonesia,Sweet potatoes,2009,111920,2702,1597,27.31,Low
15344,Indonesia,Sweet potatoes,2009,111920,2702,1597,27.3,Low
15345,Indonesia,Sweet potatoes,2009,111920,2702,1597,27.63,Low
15346,Indonesia,Sweet potatoes,2009,111920,2702,1597,26.98,Low
15347,Indonesia,Sweet potatoes,2009,111920,2702,1597,27.69,Low
15348,Indonesia,Sweet potatoes,2010,113272,2702,1597,25.57,Low
15349,Indonesia,Sweet potatoes,2010,113272,2702,1597,27.25,Low
15350,Indonesia,Sweet potatoes,2010,113272,2702,1597,27.69,Low
15351,Indonesia,Sweet potatoes,2010,113272,2702,1597,27.46,Low
15352,Indonesia,Sweet potatoes,2010,113272,2702,1597,26.94,Low
15353,Indonesia,Sweet potatoes,2010,113272,2702,1597,27.55,Low
15354,Indonesia,Sweet potatoes,2011,123289,2702,1597,25.38,Low
15355,Indonesia,Sweet potatoes,2011,123289,2702,1597,27.24,Low
15356,Indonesia,Sweet potatoes,2011,123289,2702,1597,27.19,Low
15357,Indonesia,Sweet potatoes,2011,123289,2702,1597,27.39,Low
15358,Indonesia,Sweet potatoes,2011,123289,2702,1597,26.63,Low
15359,Indonesia,Sweet potatoes,2011,123289,2702,1597,27.19,Low
15360,Indonesia,Sweet potatoes,2012,139290,2702,1597,25.59,Low
15361,Indonesia,Sweet potatoes,2012,139290,2702,1597,27.36,Low
15362,Indonesia,Sweet potatoes,2012,139290,2702,1597,27.37,Low
15363,Indonesia,Sweet potatoes,2012,139290,2702,1597,27.49,Low
15364,Indonesia,Sweet potatoes,2012,139290,2702,1597,26.87,Low
15365,Indonesia,Sweet potatoes,2012,139290,2702,1597,27.48,Low
15366,Indonesia,Sweet potatoes,2013,147465,2702,1597,25.48,Low
15367,Indonesia,Sweet potatoes,2013,147465,2702,1597,27.37,Low
15368,Indonesia,Sweet potatoes,2013,147465,2702,1597,27.88,Low
15369,Indonesia,Sweet potatoes,2013,147465,2702,1597,27.34,Low
15370,Indonesia,Sweet potatoes,2013,147465,2702,1597,26.72,Low
15371,Indonesia,Sweet potatoes,2013,147465,2702,1597,27.3,Low
15372,Iraq,Maize,1990,24814,216,692,23.41,Low
15373,Iraq,Maize,1990,24814,216,692,19.76,Low
15374,Iraq,Maize,1991,21857,216,692,23.21,Low
15375,Iraq,Maize,1991,21857,216,692,19.68,Low
15376,Iraq,Maize,1992,20046,216,692,21.52,Low
15377,Iraq,Maize,1992,20046,216,692,17.76,Low
15378,Iraq,Maize,1993,19310,216,692,22.86,Low
15379,Iraq,Maize,1993,19310,216,692,18.75,Low
15380,Iraq,Maize,1994,21333,216,692,23.47,Low
15381,Iraq,Maize,1994,21333,216,692,20.02,Low
15382,Iraq,Maize,1995,14286,216,816,23.32,Low
15383,Iraq,Maize,1995,14286,216,816,19.86,Low
15384,Iraq,Maize,1996,20833,216,616,23.96,Low
15385,Iraq,Maize,1996,20833,216,616,20.13,Low
15386,Iraq,Maize,1997,19836,216,848,22.74,Low
15387,Iraq,Maize,1997,19836,216,848,19.23,Low
15388,Iraq,Maize,1998,21803,216,755,24.33,Low
15389,Iraq,Maize,1998,21803,216,755,20.65,Low
15390,Iraq,Maize,1999,19167,216,508,24.42,Low
15391,Iraq,Maize,1999,19167,216,508,20.85,Low
15392,Iraq,Maize,2000,7560,216,548,23.9,Low
15393,Iraq,Maize,2000,7560,216,548,20.28,Low
15394,Iraq,Maize,2001,23613,216,837.47,24.45,Low
15395,Iraq,Maize,2001,23613,216,837.47,20.8,Low
15396,Iraq,Maize,2002,24433,216,878.68,23.76,Low
15397,Iraq,Maize,2002,24433,216,878.68,20.1,Low
15398,Iraq,Maize,2004,22486,216,828.62,23.72,Low
15399,Iraq,Maize,2004,22486,216,828.62,20,Low
15400,Iraq,Maize,2005,23079,216,873.01,23.58,Low
15401,Iraq,Maize,2005,23079,216,873.01,19.96,Low
15402,Iraq,Maize,2006,24255,216,824.14,23.82,Low
15403,Iraq,Maize,2006,24255,216,824.14,20.12,Low
15404,Iraq,Maize,2007,24774,216,1062.61,23.92,Low
15405,Iraq,Maize,2007,24774,216,1062.61,20.12,Low
15406,Iraq,Maize,2008,23492,216,1245.94,24.09,Low
15407,Iraq,Maize,2008,23492,216,1245.94,20.46,Low
15408,Iraq,Maize,2009,20878,216,1429.27,23.87,Low
15409,Iraq,Maize,2009,20878,216,1429.27,20.26,Low
15410,Iraq,Maize,2010,23586,216,1612.61,25.49,Low
15411,Iraq,Maize,2010,23586,216,1612.61,21.97,Low
15412,Iraq,Maize,2011,26077,216,1795.94,23.44,Low
15413,Iraq,Maize,2011,26077,216,1795.94,19.78,Low
15414,Iraq,Maize,2012,33444,216,1979.27,24.34,Low
15415,Iraq,Maize,2012,33444,216,1979.27,20.7,Low
15416,Iraq,Maize,2013,42214,216,2162.6,25.14,Low
15417,Iraq,Maize,2013,42214,216,2162.6,21.77,Low
15418,Iraq,Potatoes,1990,166681,216,692,23.41,Low
15419,Iraq,Potatoes,1990,166681,216,692,19.76,Low
15420,Iraq,Potatoes,1991,138029,216,692,23.21,Low
15421,Iraq,Potatoes,1991,138029,216,692,19.68,Low
15422,Iraq,Potatoes,1992,179167,216,692,21.52,Medium
15423,Iraq,Potatoes,1992,179167,216,692,17.76,Medium
15424,Iraq,Potatoes,1993,174739,216,692,22.86,Medium
15425,Iraq,Potatoes,1993,174739,216,692,18.75,Medium
15426,Iraq,Potatoes,1994,166360,216,692,23.47,Low
15427,Iraq,Potatoes,1994,166360,216,692,20.02,Low
15428,Iraq,Potatoes,1995,160385,216,816,23.32,Low
15429,Iraq,Potatoes,1995,160385,216,816,19.86,Low
15430,Iraq,Potatoes,1996,177576,216,616,23.96,Medium
15431,Iraq,Potatoes,1996,177576,216,616,20.13,Medium
15432,Iraq,Potatoes,1997,154474,216,848,22.74,Low
15433,Iraq,Potatoes,1997,154474,216,848,19.23,Low
15434,Iraq,Potatoes,1998,155263,216,755,24.33,Low
15435,Iraq,Potatoes,1998,155263,216,755,20.65,Low
15436,Iraq,Potatoes,1999,164972,216,508,24.42,Low
15437,Iraq,Potatoes,1999,164972,216,508,20.85,Low
15438,Iraq,Potatoes,2000,140645,216,548,23.9,Low
15439,Iraq,Potatoes,2000,140645,216,548,20.28,Low
15440,Iraq,Potatoes,2001,163947,216,837.47,24.45,Low
15441,Iraq,Potatoes,2001,163947,216,837.47,20.8,Low
15442,Iraq,Potatoes,2002,170047,216,878.68,23.76,Medium
15443,Iraq,Potatoes,2002,170047,216,878.68,20.1,Medium
15444,Iraq,Potatoes,2004,162581,216,828.62,23.72,Low
15445,Iraq,Potatoes,2004,162581,216,828.62,20,Low
15446,Iraq,Potatoes,2005,158431,216,873.01,23.58,Low
15447,Iraq,Potatoes,2005,158431,216,873.01,19.96,Low
15448,Iraq,Potatoes,2006,176444,216,824.14,23.82,Medium
15449,Iraq,Potatoes,2006,176444,216,824.14,20.12,Medium
15450,Iraq,Potatoes,2007,179580,216,1062.61,23.92,Medium
15451,Iraq,Potatoes,2007,179580,216,1062.61,20.12,Medium
15452,Iraq,Potatoes,2008,105689,216,1245.94,24.09,Low
15453,Iraq,Potatoes,2008,105689,216,1245.94,20.46,Low
15454,Iraq,Potatoes,2009,113307,216,1429.27,23.87,Low
15455,Iraq,Potatoes,2009,113307,216,1429.27,20.26,Low
15456,Iraq,Potatoes,2010,157177,216,1612.61,25.49,Low
15457,Iraq,Potatoes,2010,157177,216,1612.61,21.97,Low
15458,Iraq,Potatoes,2011,137820,216,1795.94,23.44,Low
15459,Iraq,Potatoes,2011,137820,216,1795.94,19.78,Low
15460,Iraq,Potatoes,2012,134713,216,1979.27,24.34,Low
15461,Iraq,Potatoes,2012,134713,216,1979.27,20.7,Low
15462,Iraq,Potatoes,2013,170599,216,2162.6,25.14,Medium
15463,Iraq,Potatoes,2013,170599,216,2162.6,21.77,Medium
15464,Iraq,"Rice, paddy",1990,28889,216,692,23.41,Low
15465,Iraq,"Rice, paddy",1990,28889,216,692,19.76,Low
15466,Iraq,"Rice, paddy",1991,22008,216,692,23.21,Low
15467,Iraq,"Rice, paddy",1991,22008,216,692,19.68,Low
15468,Iraq,"Rice, paddy",1992,18947,216,692,21.52,Low
15469,Iraq,"Rice, paddy",1992,18947,216,692,17.76,Low
15470,Iraq,"Rice, paddy",1993,18727,216,692,22.86,Low
15471,Iraq,"Rice, paddy",1993,18727,216,692,18.75,Low
15472,Iraq,"Rice, paddy",1994,23497,216,692,23.47,Low
15473,Iraq,"Rice, paddy",1994,23497,216,692,20.02,Low
15474,Iraq,"Rice, paddy",1995,18000,216,816,23.32,Low
15475,Iraq,"Rice, paddy",1995,18000,216,816,19.86,Low
15476,Iraq,"Rice, paddy",1996,22500,216,616,23.96,Low
15477,Iraq,"Rice, paddy",1996,22500,216,616,20.13,Low
15478,Iraq,"Rice, paddy",1997,20165,216,848,22.74,Low
15479,Iraq,"Rice, paddy",1997,20165,216,848,19.23,Low
15480,Iraq,"Rice, paddy",1998,23438,216,755,24.33,Low
15481,Iraq,"Rice, paddy",1998,23438,216,755,20.65,Low
15482,Iraq,"Rice, paddy",1999,13846,216,508,24.42,Low
15483,Iraq,"Rice, paddy",1999,13846,216,508,20.85,Low
15484,Iraq,"Rice, paddy",2000,6000,216,548,23.9,Low
15485,Iraq,"Rice, paddy",2000,6000,216,548,20.28,Low
15486,Iraq,"Rice, paddy",2001,12800,216,837.47,24.45,Low
15487,Iraq,"Rice, paddy",2001,12800,216,837.47,20.8,Low
15488,Iraq,"Rice, paddy",2002,25000,216,878.68,23.76,Low
15489,Iraq,"Rice, paddy",2002,25000,216,878.68,20.1,Low
15490,Iraq,"Rice, paddy",2004,28409,216,828.62,23.72,Low
15491,Iraq,"Rice, paddy",2004,28409,216,828.62,20,Low
15492,Iraq,"Rice, paddy",2005,28879,216,873.01,23.58,Low
15493,Iraq,"Rice, paddy",2005,28879,216,873.01,19.96,Low
15494,Iraq,"Rice, paddy",2006,28867,216,824.14,23.82,Low
15495,Iraq,"Rice, paddy",2006,28867,216,824.14,20.12,Low
15496,Iraq,"Rice, paddy",2007,31630,216,1062.61,23.92,Low
15497,Iraq,"Rice, paddy",2007,31630,216,1062.61,20.12,Low
15498,Iraq,"Rice, paddy",2008,29281,216,1245.94,24.09,Low
15499,Iraq,"Rice, paddy",2008,29281,216,1245.94,20.46,Low
15500,Iraq,"Rice, paddy",2009,31511,216,1429.27,23.87,Low
15501,Iraq,"Rice, paddy",2009,31511,216,1429.27,20.26,Low
15502,Iraq,"Rice, paddy",2010,32482,216,1612.61,25.49,Low
15503,Iraq,"Rice, paddy",2010,32482,216,1612.61,21.97,Low
15504,Iraq,"Rice, paddy",2011,35762,216,1795.94,23.44,Low
15505,Iraq,"Rice, paddy",2011,35762,216,1795.94,19.78,Low
15506,Iraq,"Rice, paddy",2012,45468,216,1979.27,24.34,Low
15507,Iraq,"Rice, paddy",2012,45468,216,1979.27,20.7,Low
15508,Iraq,"Rice, paddy",2013,47162,216,2162.6,25.14,Low
15509,Iraq,"Rice, paddy",2013,47162,216,2162.6,21.77,Low
15510,Iraq,Sorghum,1990,7273,216,692,23.41,Low
15511,Iraq,Sorghum,1990,7273,216,692,19.76,Low
15512,Iraq,Sorghum,1991,4348,216,692,23.21,Low
15513,Iraq,Sorghum,1991,4348,216,692,19.68,Low
15514,Iraq,Sorghum,1992,6125,216,692,21.52,Low
15515,Iraq,Sorghum,1992,6125,216,692,17.76,Low
15516,Iraq,Sorghum,1993,8333,216,692,22.86,Low
15517,Iraq,Sorghum,1993,8333,216,692,18.75,Low
15518,Iraq,Sorghum,1994,8571,216,692,23.47,Low
15519,Iraq,Sorghum,1994,8571,216,692,20.02,Low
15520,Iraq,Sorghum,1995,8889,216,816,23.32,Low
15521,Iraq,Sorghum,1995,8889,216,816,19.86,Low
15522,Iraq,Sorghum,1996,10000,216,616,23.96,Low
15523,Iraq,Sorghum,1996,10000,216,616,20.13,Low
15524,Iraq,Sorghum,1997,10000,216,848,22.74,Low
15525,Iraq,Sorghum,1997,10000,216,848,19.23,Low
15526,Iraq,Sorghum,1998,10000,216,755,24.33,Low
15527,Iraq,Sorghum,1998,10000,216,755,20.65,Low
15528,Iraq,Sorghum,1999,10000,216,508,24.42,Low
15529,Iraq,Sorghum,1999,10000,216,508,20.85,Low
15530,Iraq,Sorghum,2000,3333,216,548,23.9,Low
15531,Iraq,Sorghum,2000,3333,216,548,20.28,Low
15532,Iraq,Sorghum,2001,3333,216,837.47,24.45,Low
15533,Iraq,Sorghum,2001,3333,216,837.47,20.8,Low
15534,Iraq,Sorghum,2002,3333,216,878.68,23.76,Low
15535,Iraq,Sorghum,2002,3333,216,878.68,20.1,Low
15536,Iraq,Sorghum,2004,10556,216,828.62,23.72,Low
15537,Iraq,Sorghum,2004,10556,216,828.62,20,Low
15538,Iraq,Sorghum,2005,9750,216,873.01,23.58,Low
15539,Iraq,Sorghum,2005,9750,216,873.01,19.96,Low
15540,Iraq,Sorghum,2006,10000,216,824.14,23.82,Low
15541,Iraq,Sorghum,2006,10000,216,824.14,20.12,Low
15542,Iraq,Sorghum,2007,9722,216,1062.61,23.92,Low
15543,Iraq,Sorghum,2007,9722,216,1062.61,20.12,Low
15544,Iraq,Sorghum,2008,9791,216,1245.94,24.09,Low
